time,drone0_ax,drone0_ay,drone0_az,drone0_wx,drone0_wy,drone0_wz,drone1_ax,drone1_ay,drone1_az,drone1_wx,drone1_wy,drone1_wz,drone2_ax,drone2_ay,drone2_az,drone2_wx,drone2_wy,drone2_wz,drone3_ax,drone3_ay,drone3_az,drone3_wx,drone3_wy,drone3_wz,drone4_ax,drone4_ay,drone4_az,drone4_wx,drone4_wy,drone4_wz
16.080000,-0.492446,1.073135,10.468159,-1.455252,0.642235,-0.026667,-0.081639,-0.112136,10.379235,-1.471236,0.697440,0.000369,0.933140,0.390307,10.574059,-1.366926,0.593969,0.029528,1.406244,1.707906,10.797215,-1.478595,0.662958,0.021270,-0.403756,1.372992,10.579295,-1.555286,0.725023,-0.030570
16.090000,-0.480479,1.070538,10.390438,-1.302982,0.570910,-0.032963,-0.063744,-0.139960,10.514600,-1.349704,0.654792,0.005658,1.087029,0.345959,10.567844,-1.272178,0.549456,0.021087,1.389848,1.893428,10.775819,-1.308058,0.617146,0.011353,-0.521359,1.582753,10.608162,-1.392969,0.682225,-0.007211
16.100000,-0.495914,1.181744,10.344317,-1.166709,0.521436,-0.028287,0.013226,-0.110738,10.452842,-1.290394,0.577047,0.002813,1.078568,0.380383,10.476373,-1.198022,0.504955,0.028040,1.294541,2.088482,10.686955,-1.145547,0.549910,0.031211,-0.426273,1.739506,10.612958,-1.235572,0.640246,-0.030718
16.110000,-0.417453,1.078627,10.357445,-1.007837,0.450331,-0.034645,0.020473,-0.224879,10.333420,-1.205667,0.541395,0.007593,1.067900,0.399599,10.484941,-1.113779,0.441140,0.027281,1.487307,2.108393,10.636106,-0.967797,0.514123,0.029872,-0.129473,1.925840,10.545016,-1.075126,0.596820,-0.021816
16.120000,-0.535892,0.943604,10.303281,-0.856905,0.370702,-0.043335,0.076107,-0.102731,10.305515,-1.132019,0.481235,0.019529,0.980864,0.556826,10.481916,-1.054239,0.378595,0.044989,1.417557,2.175072,10.792931,-0.803464,0.448851,0.030203,-0.268663,1.985096,10.697412,-0.910508,0.539193,-0.013081
16.130000,-0.456948,1.003137,10.277921,-0.727148,0.311348,-0.037203,0.005734,-0.183821,10.338730,-1.060809,0.422106,0.002195,0.987593,0.530055,10.598740,-0.943605,0.341862,0.037946,1.330286,2.197387,10.621043,-0.643474,0.412580,0.035784,-0.090819,2.078716,10.529854,-0.759721,0.485409,-0.009179
16.140000,-0.527082,0.875713,10.248415,-0.599403,0.255525,-0.036406,0.049104,-0.116294,10.312488,-0.997957,0.371019,0.002055,0.985705,0.522928,10.520095,-0.800612,0.292785,0.035981,1.372706,2.198875,10.601059,-0.480210,0.367667,0.026891,-0.101555,2.136536,10.639051,-0.586162,0.435117,-0.022805
16.150000,-0.577081,0.827840,10.229977,-0.459543,0.191038,-0.039025,0.075497,-0.028407,10.208574,-0.928521,0.302317,-0.009589,0.951990,0.556678,10.425560,-0.648518,0.261029,0.028638,1.227079,2.242549,10.651730,-0.325437,0.309635,0.038258,-0.080808,2.069917,10.572234,-0.444072,0.359801,-0.011095
16.160000,-0.515243,0.880575,10.359181,-0.336749,0.138875,-0.024722,0.049177,-0.063219,10.267299,-0.802285,0.259399,0.007961,0.816762,0.471701,10.362120,-0.508405,0.203416,0.036293,1.208282,2.236674,10.500190,-0.173316,0.278984,0.032579,0.002008,2.091403,10.458353,-0.297533,0.303680,-0.017541
16.170000,-0.761659,0.830959,10.214319,-0.210269,0.093039,-0.037275,0.031921,-0.044037,10.193825,-0.668633,0.210996,0.008549,0.811012,0.427417,10.185012,-0.360566,0.172961,0.024160,1.169506,2.286270,10.338439,-0.034157,0.251845,0.021083,0.047535,2.155398,10.478441,-0.146523,0.255328,-0.015230
16.180000,-0.803509,0.722109,10.268884,-0.094932,0.053878,-0.027901,0.049484,0.015256,10.323615,-0.553420,0.156040,0.009865,0.779656,0.370056,10.330047,-0.238272,0.138659,0.036067,0.978419,2.163885,10.451593,0.098620,0.222289,0.032593,0.098741,2.116217,10.492264,-0.036137,0.208535,-0.017086
16.190000,-0.903287,0.824992,10.331424,0.020900,0.024339,-0.021375,0.080777,-0.054494,10.281702,-0.429143,0.101437,0.002851,0.716866,0.447291,10.254300,-0.116599,0.103810,0.034709,0.899920,2.074371,10.384781,0.224418,0.201735,0.026270,-0.010697,1.938964,10.485491,0.116764,0.140894,-0.023950
16.200000,-0.932024,0.914854,10.395178,0.138438,-0.005107,-0.029958,0.084145,-0.000213,10.209612,-0.285617,0.064432,0.008528,0.737300,0.296516,10.201122,-0.007149,0.069632,0.030696,0.766855,1.949573,10.169894,0.332963,0.166037,0.029928,0.147994,2.028248,10.507811,0.241862,0.093541,-0.025789
16.210000,-0.987215,0.960399,10.346953,0.241930,-0.046241,-0.017195,0.126407,-0.128167,10.150438,-0.171199,0.022246,0.010001,0.641124,0.275429,10.187089,0.102814,0.036979,0.026621,1.022097,1.749731,10.238519,0.430771,0.139991,0.029292,0.143306,2.051196,10.554457,0.341380,0.012108,-0.012518
16.220000,-0.984158,0.925535,10.269559,0.368120,-0.070920,-0.016823,0.093981,-0.048373,10.276901,-0.044951,-0.027054,0.004564,0.583206,0.183661,10.262526,0.190911,0.000780,0.032609,0.992136,1.703940,10.231666,0.519235,0.107873,0.028573,0.230672,1.942251,10.499304,0.455366,-0.035801,-0.015023
16.230000,-1.111763,0.823861,10.444279,0.457332,-0.105176,-0.020199,0.085267,0.003562,10.233704,0.073398,-0.091614,-0.003734,0.738283,0.060129,10.288836,0.311973,-0.008011,0.029857,1.014800,1.559100,10.088827,0.585340,0.070163,0.019224,0.333506,1.879240,10.455819,0.548358,-0.103642,0.000948
16.240000,-1.032874,0.808328,10.283837,0.552078,-0.118353,-0.015264,0.128874,0.058399,10.270405,0.162341,-0.128298,0.001077,0.702008,0.022000,10.179383,0.389293,-0.037625,0.040551,0.986926,1.465823,10.122907,0.665096,0.023882,0.015193,0.362206,1.778919,10.368175,0.622350,-0.139606,-0.001730
16.250000,-1.191931,0.737814,10.336141,0.626350,-0.134534,-0.019914,0.147157,-0.051170,10.223705,0.277413,-0.162936,-0.009223,0.654954,0.132450,10.378976,0.477549,-0.055438,0.013552,1.055585,1.404784,10.137987,0.728911,0.008159,0.017310,0.290341,1.605950,10.357632,0.715970,-0.210654,-0.010237
16.260000,-1.301997,0.751379,10.349900,0.687308,-0.159455,-0.015111,0.031849,-0.019896,10.308938,0.368046,-0.219015,-0.002321,0.628400,-0.061228,10.400336,0.554613,-0.081502,0.014670,1.081944,1.223233,10.204164,0.778517,-0.034674,0.010167,0.141439,1.530899,10.245858,0.764388,-0.234770,0.003284
16.270000,-1.179660,0.664782,10.357016,0.766291,-0.178827,-0.013008,0.142411,-0.028659,10.305214,0.474295,-0.236691,-0.001705,0.689816,-0.019582,10.352152,0.635822,-0.109435,0.020178,1.081614,1.056334,10.247901,0.805420,-0.069720,0.012832,0.156652,1.387528,10.305577,0.814489,-0.289425,0.002496
16.280000,-1.075389,0.743627,10.279898,0.839379,-0.216292,-0.002453,0.207825,0.028358,10.333043,0.558689,-0.287279,-0.003271,0.577772,-0.021759,10.361169,0.702581,-0.127963,0.021639,1.109678,1.123016,10.209183,0.855735,-0.100803,0.006866,0.035982,1.250754,10.299111,0.869375,-0.310795,0.005163
16.290000,-0.980813,0.795397,10.213946,0.894868,-0.229632,-0.002565,0.217125,-0.100704,10.338219,0.638815,-0.325990,-0.004962,0.638830,0.128114,10.324896,0.774025,-0.148371,0.020230,1.080446,0.950694,10.426627,0.895121,-0.105548,-0.001079,-0.007347,1.203988,10.293592,0.898231,-0.332917,-0.001265
16.300000,-0.974798,0.817861,10.153887,0.956212,-0.259050,-0.010150,0.048926,-0.040453,10.322860,0.711323,-0.356022,0.005391,0.633969,0.194446,10.220626,0.867227,-0.178413,0.017267,1.066973,1.102828,10.501918,0.926982,-0.143082,-0.007135,-0.205449,1.345994,10.221831,0.946335,-0.336509,0.000536
16.310000,-1.030503,0.756973,10.121500,1.001044,-0.283201,0.003093,0.052414,-0.132100,10.221519,0.774857,-0.385948,0.006169,0.639197,0.083768,10.211778,0.910418,-0.206883,0.023084,0.908561,1.158593,10.413134,0.974800,-0.164052,0.010643,-0.510762,1.532313,10.102592,0.997547,-0.337195,0.013112
16.320000,-1.096564,0.642140,10.051066,1.044526,-0.300817,0.014087,0.062642,-0.242268,10.360527,0.845831,-0.394549,-0.003219,0.650549,-0.009297,10.192726,0.956398,-0.219553,0.011785,0.975057,1.270308,10.260656,0.992547,-0.186852,0.010682,-0.605878,1.494503,10.276344,1.050618,-0.327886,0.013790
16.330000,-1.227186,0.709500,10.017224,1.075181,-0.291293,0.020996,-0.021509,-0.302281,10.104532,0.883252,-0.404758,0.004470,0.708292,0.054016,10.167858,1.011337,-0.248671,0.007124,0.948039,1.141714,10.385402,1.021942,-0.198263,0.006915,-0.749143,1.418673,10.149608,1.063332,-0.336730,0.013522
16.340000,-1.379887,0.658042,10.022517,1.105958,-0.289805,0.019356,-0.194981,-0.358195,10.271692,0.923252,-0.418798,-0.002315,0.672575,-0.054872,10.136620,1.032315,-0.248272,0.004815,0.916103,1.316512,10.248681,1.037311,-0.222606,0.015998,-0.520317,1.264331,10.302587,1.069221,-0.343045,0.018011
16.350000,-1.248968,0.470637,9.824840,1.108118,-0.285641,0.016451,-0.059041,-0.381688,10.105055,0.962521,-0.430445,0.008801,0.639255,-0.040946,10.071399,1.077849,-0.268919,-0.000540,0.972049,1.130847,10.247895,1.053245,-0.237413,0.008388,-0.401229,1.046534,10.258626,1.069587,-0.328878,0.016439
16.360000,-1.253646,0.510750,9.898264,1.139010,-0.296575,0.027419,-0.266256,-0.354740,10.183446,0.996272,-0.431796,-0.006313,0.595760,-0.317050,10.085611,1.077373,-0.295503,0.013221,0.951757,1.017601,10.178129,1.043556,-0.254289,-0.000882,-0.410776,1.055140,10.074901,1.075597,-0.335993,0.024762
16.370000,-1.323432,0.554395,9.975790,1.143473,-0.285031,0.026590,-0.307813,-0.289890,10.116579,1.033320,-0.435485,-0.008694,0.719124,-0.284676,10.032472,1.090434,-0.281971,0.005539,0.944964,0.879132,10.156840,1.010443,-0.282600,-0.005366,-0.481648,0.802121,10.205921,1.061197,-0.336783,0.025803
16.380000,-1.223861,0.535444,9.821430,1.153179,-0.277059,0.022416,-0.266023,-0.440939,10.061792,1.036860,-0.427321,-0.007223,0.681122,-0.484096,10.019988,1.078703,-0.300628,-0.004415,0.933423,0.639700,10.128776,0.995149,-0.275772,-0.000412,-0.490372,0.606871,10.187831,1.025413,-0.358441,0.031239
16.390000,-1.243507,0.379069,9.860841,1.151309,-0.279194,0.033835,-0.331429,-0.514326,9.909995,1.062990,-0.413601,0.000635,0.758161,-0.575923,10.005661,1.093271,-0.309269,0.003538,0.806567,0.461641,10.088558,0.964302,-0.270519,-0.008825,-0.437770,0.594764,10.107861,1.004109,-0.328299,0.025244
16.400000,-1.333184,0.330959,9.859301,1.134671,-0.268219,0.040862,-0.158431,-0.572324,9.781150,1.055972,-0.431704,-0.008776,0.528308,-0.586543,10.030136,1.069499,-0.324506,-0.010092,0.583859,0.361541,9.983712,0.928564,-0.255869,-0.011209,-0.503019,0.440504,10.117657,0.965324,-0.331130,0.034536
16.410000,-1.337703,0.117102,9.777412,1.107176,-0.266043,0.032793,-0.182266,-0.687943,9.748937,1.041374,-0.414397,-0.002783,0.614662,-0.659962,9.900437,1.041515,-0.331755,-0.006449,0.581414,0.339528,10.020453,0.876662,-0.246710,-0.003386,-0.439688,0.350432,10.232030,0.916153,-0.324527,0.010654
16.420000,-1.432001,-0.136108,9.733762,1.067647,-0.258826,0.052859,-0.376008,-0.653120,9.626650,1.047877,-0.420011,-0.000217,0.731057,-0.515297,9.758095,1.028881,-0.334339,0.001652,0.452050,0.367819,10.063791,0.842457,-0.216188,-0.010064,-0.453497,0.304649,10.197292,0.863398,-0.317987,0.026949
16.430000,-1.405640,-0.433665,9.617706,0.987586,-0.235425,0.047947,-0.494088,-0.768225,9.758210,1.024137,-0.386573,0.000340,0.728970,-0.537552,9.770542,1.022545,-0.354891,-0.004421,0.502868,0.242000,10.147265,0.794376,-0.210408,-0.008463,-0.461207,0.250374,10.250728,0.815956,-0.324603,0.034434
16.440000,-1.476312,-0.604698,9.729783,0.917972,-0.225394,0.056845,-0.461967,-0.816797,9.589893,0.996889,-0.348216,-0.015214,0.561861,-0.614024,9.651584,1.017015,-0.351657,-0.002350,0.322032,0.317664,10.294313,0.744659,-0.198677,0.001133,-0.458853,0.243322,10.284330,0.758016,-0.284443,0.024397
16.450000,-1.337545,-0.832852,9.780015,0.842694,-0.207468,0.038338,-0.667604,-0.897653,9.626683,0.987319,-0.316210,-0.014280,0.676327,-0.440868,9.651009,0.989428,-0.347742,-0.010121,0.357666,0.161882,10.313773,0.699792,-0.178450,0.003687,-0.589529,0.188058,10.368806,0.691409,-0.301592,0.018713
16.460000,-1.478028,-1.056941,9.729683,0.767875,-0.185455,0.042247,-0.674750,-0.925780,9.567112,0.948562,-0.288745,-0.008937,0.525026,-0.394223,9.647610,0.952347,-0.331541,-0.006364,0.484284,0.186744,10.243778,0.637893,-0.162943,-0.001047,-0.591967,0.147075,10.256046,0.650849,-0.268795,0.024186
16.470000,-1.530172,-1.021976,9.742482,0.678686,-0.191505,0.055566,-0.809661,-0.942082,9.549078,0.914890,-0.249746,-0.016108,0.614215,-0.495749,9.578059,0.936752,-0.316657,-0.011445,0.460182,0.060178,10.091188,0.575312,-0.154555,-0.000922,-0.805377,0.232009,10.349231,0.592906,-0.248778,0.031069
16.480000,-1.561667,-0.955666,9.697923,0.616883,-0.168536,0.047156,-0.945333,-1.014294,9.490321,0.868669,-0.214079,-0.009455,0.409239,-0.385520,9.566338,0.903772,-0.310181,-0.010901,0.417869,-0.039766,10.167061,0.508381,-0.130868,-0.002264,-0.712736,0.169440,10.256891,0.536259,-0.235078,0.029548
16.490000,-1.566968,-1.022214,9.845404,0.548024,-0.139549,0.038858,-0.984028,-1.023752,9.491944,0.825244,-0.179422,-0.011494,0.305381,-0.626452,9.527821,0.852820,-0.301614,-0.018066,0.316186,-0.072203,10.014610,0.449534,-0.117438,-0.001011,-0.749315,0.235852,10.331803,0.489841,-0.215412,0.016245
16.500000,-1.641006,-1.033089,9.791070,0.460711,-0.126748,0.039668,-1.030106,-1.201979,9.541641,0.774494,-0.130098,0.004336,0.369765,-0.691176,9.584824,0.813708,-0.273554,-0.001802,0.258498,-0.087105,9.985738,0.379127,-0.101459,-0.002296,-0.723368,0.209161,10.254236,0.441737,-0.186052,0.017311
16.510000,-1.562300,-1.063939,8.891746,-0.610730,-1.034287,0.052844,-1.084648,-1.278091,8.666369,-0.286129,-1.057473,0.001985,0.403473,-0.803146,8.763052,-0.242750,-1.204210,-0.024993,0.221107,-0.163531,9.191926,-0.680041,-1.010106,-0.007085,-0.551834,0.169099,9.397737,-0.609425,-1.128075,0.027079
16.520000,-2.018384,-1.049784,8.969277,-1.257038,-1.592710,0.044795,-1.095806,-1.299936,8.806564,-0.905450,-1.604801,-0.005561,0.410907,-0.891045,8.824319,-0.870605,-1.798986,-0.019549,0.207704,-0.244979,9.254585,-1.327914,-1.608131,-0.010905,-0.515042,0.421319,9.303652,-1.214320,-1.707314,0.034775
16.530000,-2.063415,-0.794423,9.043984,-1.336684,-1.601375,0.026606,-1.075912,-1.208370,8.700944,-0.994350,-1.622077,-0.014410,0.349177,-0.806850,8.887235,-0.958358,-1.828953,0.009792,0.138034,-0.145750,9.327565,-1.403647,-1.639146,-0.005809,-0.563024,0.494897,9.368806,-1.286989,-1.762263,0.025449
16.540000,-2.070598,-0.659853,9.153240,-1.329645,-1.497299,0.036239,-1.173705,-1.182821,8.812116,-0.972671,-1.519244,-0.011679,0.254920,-0.747427,8.927778,-0.961180,-1.755787,-0.011616,0.047614,-0.113246,9.364369,-1.397698,-1.563392,0.017425,-0.478252,0.485168,9.364921,-1.236861,-1.712735,0.043784
16.550000,-2.206555,-0.470204,9.376551,-1.282586,-1.386170,0.032861,-1.009819,-1.062791,8.829502,-0.934063,-1.425135,-0.012599,0.190044,-0.844392,8.974675,-0.922334,-1.659229,-0.002205,0.016487,-0.069670,9.450415,-1.371700,-1.438246,0.020800,-0.318538,0.597849,9.533861,-1.215397,-1.620113,0.027553
16.560000,-2.264905,-0.529030,9.381536,-1.249643,-1.254034,0.028578,-1.068425,-0.921550,8.884172,-0.907276,-1.310973,-0.019544,0.154532,-0.853421,8.970352,-0.897749,-1.559090,-0.012141,0.019999,-0.083504,9.414867,-1.356819,-1.342451,0.034337,-0.396485,0.628884,9.456012,-1.156608,-1.552606,0.023690
16.570000,-2.337950,-0.240076,9.468822,-1.199986,-1.140756,0.029863,-1.094935,-0.941688,8.850475,-0.856610,-1.202046,-0.017895,0.067309,-0.763135,9.044043,-0.865643,-1.450068,-0.010923,0.040394,-0.053573,9.467871,-1.320547,-1.244495,0.035447,-0.282126,0.675428,9.604097,-1.106251,-1.450855,0.038172
16.580000,-2.307725,-0.296642,9.528639,-1.151701,-1.025948,0.005684,-1.053006,-0.892998,8.945853,-0.808082,-1.098323,-0.028023,0.032240,-0.745117,9.131729,-0.826047,-1.331530,-0.005227,0.054235,-0.128573,9.567406,-1.270242,-1.147151,0.039787,-0.479844,0.659921,9.460612,-1.060861,-1.357510,0.046564
16.590000,-2.376317,-0.236034,9.584279,-1.088274,-0.905716,0.011897,-1.055315,-0.931502,9.167258,-0.758971,-0.986962,-0.012084,-0.159299,-0.692478,9.242949,-0.805910,-1.201891,0.001545,0.018272,-0.091331,9.706013,-1.227284,-1.037991,0.047908,-0.514874,0.586583,9.568609,-1.012751,-1.270473,0.046908
16.600000,-2.323891,-0.169656,9.608571,-1.025397,-0.777622,0.006473,-1.151596,-0.877267,9.163774,-0.715678,-0.888187,-0.017609,-0.181867,-0.716173,9.369966,-0.761834,-1.080232,-0.001402,0.084723,0.063641,9.799777,-1.189445,-0.946182,0.038892,-0.636897,0.559992,9.609649,-0.949707,-1.158929,0.059158
16.610000,-2.357379,-0.145969,9.612224,-0.956053,-0.670815,0.022778,-1.039131,-0.945124,9.317093,-0.683400,-0.773426,-0.033567,-0.231552,-0.892619,9.362293,-0.735047,-0.955918,-0.000052,0.073716,0.056227,9.679930,-1.131758,-0.845537,0.055362,-0.366629,0.556898,9.603641,-0.905669,-1.061156,0.040165
16.620000,-2.332742,-0.047178,9.550003,-0.882227,-0.553816,0.010778,-0.988964,-0.966090,9.377625,-0.622906,-0.669366,-0.017978,-0.341320,-0.916901,9.373484,-0.708019,-0.828454,0.005939,0.138443,0.142256,9.790041,-1.065590,-0.742055,0.048918,-0.512936,0.604834,9.681975,-0.829758,-0.954410,0.037613
16.630000,-2.408024,0.109740,9.649097,-0.830271,-0.451069,0.007111,-1.024659,-1.096260,9.438483,-0.582920,-0.565808,-0.012768,-0.384354,-0.877101,9.577467,-0.679508,-0.720999,-0.015105,0.240113,0.263064,9.691631,-1.007713,-0.636813,0.069294,-0.480268,0.665388,9.671843,-0.783377,-0.872907,0.045573
16.640000,-2.327631,0.076771,9.642190,-0.762092,-0.330201,0.011592,-0.983790,-0.989812,9.642099,-0.533267,-0.458041,-0.023047,-0.354130,-0.981585,9.654665,-0.644844,-0.591144,0.017396,0.191336,0.356257,9.740227,-0.923440,-0.538805,0.058868,-0.406785,0.671893,9.674994,-0.718313,-0.772270,0.037691
16.650000,-2.232051,0.069560,9.783965,-0.682746,-0.221215,0.012294,-0.998417,-0.915675,9.616898,-0.496807,-0.364898,-0.016664,-0.294898,-0.924421,9.758107,-0.605423,-0.467901,0.004505,0.174839,0.437165,9.707191,-0.864559,-0.455542,0.067663,-0.405718,0.635675,9.690856,-0.657295,-0.670884,0.040475
16.660000,-2.372614,0.030554,9.801528,-0.612089,-0.116387,-0.001030,-0.946751,-0.769831,9.654267,-0.422983,-0.272284,-0.024806,-0.213930,-0.958915,9.668322,-0.555026,-0.363072,0.008054,0.158410,0.439427,9.811144,-0.772362,-0.354635,0.062479,-0.344824,0.566011,9.634058,-0.608325,-0.584801,0.040592
16.670000,-2.298495,0.054517,9.880510,-0.559223,-0.023367,0.007595,-0.979919,-0.750043,9.657902,-0.378241,-0.163133,-0.030732,-0.184671,-0.773521,9.763000,-0.510420,-0.255230,0.007270,-0.072092,0.603449,9.750192,-0.698690,-0.252253,0.070210,-0.357210,0.582126,9.716321,-0.544806,-0.497155,0.045549
16.680000,-2.404522,-0.143660,10.082846,-0.488106,0.074842,0.002368,-1.088555,-0.837739,9.726592,-0.317511,-0.078636,-0.004964,-0.258238,-0.862142,9.860857,-0.467246,-0.148114,0.015159,0.029264,0.381828,9.753514,-0.621156,-0.162281,0.069815,-0.316885,0.606261,9.742796,-0.475561,-0.407430,0.048020
16.690000,-2.429410,-0.134032,10.066149,-0.437481,0.168412,-0.003888,-0.992832,-0.892047,9.823525,-0.272592,0.016810,0.002084,-0.287093,-0.791040,9.854013,-0.427844,-0.040740,0.006398,0.022047,0.579005,9.850270,-0.559200,-0.070202,0.063678,-0.380812,0.520402,9.724053,-0.426326,-0.321685,0.048108
16.700000,-2.226323,-0.185381,9.938696,-0.384838,0.252660,0.010266,-1.015787,-0.971433,9.840177,-0.241015,0.098594,-0.004494,-0.277552,-0.797421,9.896288,-0.371165,0.068380,0.016385,0.091062,0.704845,9.906824,-0.478493,0.026112,0.068473,-0.612348,0.452443,9.776997,-0.381989,-0.239294,0.041127
16.710000,-2.083028,-0.203017,10.004737,-0.332536,0.324150,-0.001722,-0.859811,-0.903283,10.164153,-0.201039,0.186201,-0.012575,-0.308987,-0.775948,9.937697,-0.334343,0.162225,0.030261,-0.081792,0.571046,9.830886,-0.411538,0.097196,0.073417,-0.560815,0.379658,9.796545,-0.347830,-0.151533,0.041551
16.720000,-1.954847,-0.240042,10.001637,-0.277996,0.387862,0.004898,-0.909725,-1.105779,10.168206,-0.159122,0.254695,0.006855,-0.189579,-0.847020,9.998969,-0.300671,0.235958,0.018776,0.045669,0.485157,9.807000,-0.339979,0.172096,0.068717,-0.482457,0.396570,9.863627,-0.299823,-0.058958,0.044245
16.730000,-1.850444,-0.540946,10.082835,-0.244310,0.438038,-0.000441,-0.870367,-1.222141,10.146264,-0.139394,0.328382,0.004857,-0.112438,-0.838262,9.918514,-0.245294,0.323237,0.015838,0.082490,0.476761,9.856153,-0.277046,0.268124,0.063068,-0.623499,0.438678,9.759447,-0.252719,0.030312,0.041917
16.740000,-1.802660,-0.489775,9.923437,-0.194832,0.491488,0.001390,-0.893231,-1.411439,10.222368,-0.128069,0.399173,0.000727,-0.073688,-0.795098,9.895958,-0.225398,0.399256,0.028175,0.092128,0.363053,9.852595,-0.213821,0.328540,0.061863,-0.637470,0.313905,9.842670,-0.220207,0.120720,0.038350
16.750000,-1.782510,-0.683297,10.108911,-0.169021,0.526163,-0.002828,-0.884324,-1.348305,10.202559,-0.081138,0.460059,0.003086,-0.108441,-0.908665,9.967270,-0.190372,0.464363,0.024626,0.126808,0.247444,9.759596,-0.176725,0.386883,0.068322,-0.631010,0.371478,9.962443,-0.175653,0.193942,0.041905
16.760000,-1.674466,-0.805980,10.088510,-0.149772,0.578471,0.007123,-0.823460,-1.223020,10.358614,-0.056751,0.540151,0.006278,0.062563,-0.956242,9.906877,-0.165346,0.531934,0.025555,0.157672,0.313940,9.686028,-0.126476,0.449560,0.077103,-0.638516,0.359481,9.859241,-0.136399,0.290262,0.031435
16.770000,-1.630842,-0.942745,10.108374,-0.142127,0.613818,0.006425,-0.817435,-1.220910,10.253306,-0.020869,0.601956,-0.002090,0.053310,-1.178934,9.957494,-0.148121,0.589280,0.041770,0.095527,0.175608,9.703056,-0.090625,0.514611,0.060373,-0.665536,0.252464,9.879805,-0.087486,0.361143,0.046214
16.780000,-1.549414,-0.995504,10.191243,-0.127264,0.631787,0.020877,-0.777045,-1.279144,10.339589,0.015599,0.636762,0.011629,0.052351,-1.182967,9.957415,-0.117395,0.638137,0.027212,0.078911,0.068752,9.662708,-0.050570,0.570364,0.055986,-0.768056,0.234173,9.982067,-0.049889,0.433581,0.039535
16.790000,-1.463201,-0.945457,10.088781,-0.089123,0.647511,0.027494,-0.862476,-1.320108,10.288476,0.036221,0.680699,0.015821,0.202028,-1.180872,9.949063,-0.106586,0.692967,0.033662,-0.015784,0.097539,9.644070,-0.010620,0.625545,0.064497,-0.557539,0.253530,10.014357,-0.015132,0.514132,0.026680
16.800000,-1.374917,-0.887415,10.187155,-0.063944,0.658322,0.014168,-0.681915,-1.297413,10.450309,0.072331,0.722626,0.002847,0.306930,-1.131695,9.927772,-0.085138,0.728927,0.052001,0.027759,0.044946,9.546614,0.040927,0.672696,0.049033,-0.728578,0.223119,9.931382,-0.000219,0.564727,0.033380
16.810000,-1.300690,-0.662834,10.080831,-0.025614,0.667263,0.032886,-0.657990,-1.193547,10.323978,0.083921,0.750476,0.024320,0.350495,-1.239089,9.871258,-0.070506,0.750767,0.038682,0.019667,0.033504,9.589063,0.079874,0.726549,0.046938,-0.728669,0.244867,9.952592,0.057544,0.630947,0.025720
16.820000,-1.258900,-0.645364,10.103841,0.005514,0.680499,0.028339,-0.653981,-1.254654,10.328987,0.121703,0.792849,0.025198,0.413906,-1.047014,9.797687,-0.036495,0.775594,0.021442,0.084117,0.124434,9.626740,0.114056,0.771970,0.046609,-0.706837,0.159276,9.919646,0.076584,0.692900,0.031654
16.830000,-1.383012,-0.517480,10.128018,0.045341,0.691809,0.022363,-0.666316,-1.277025,10.212248,0.137183,0.824913,0.021968,0.372130,-0.970177,9.653540,0.001963,0.788912,0.047559,0.200854,0.232133,9.553744,0.151077,0.805060,0.040803,-0.831639,0.163895,9.989301,0.105780,0.724265,0.026702
16.840000,-1.239832,-0.462808,10.082510,0.095513,0.682473,0.032026,-0.557695,-1.185710,10.084014,0.157249,0.831692,0.023692,0.475693,-0.842882,9.565473,0.037241,0.823181,0.046476,0.320061,0.217777,9.586630,0.205776,0.808053,0.041245,-0.560829,0.159927,9.780280,0.130384,0.783225,0.021094
16.850000,-1.329767,-0.518804,10.142529,0.143565,0.691943,0.025815,-0.470848,-1.147618,9.995343,0.195917,0.849114,0.016785,0.585385,-0.800504,9.556656,0.067903,0.823252,0.048073,0.342795,0.271474,9.455557,0.239835,0.830758,0.056969,-0.623006,0.079703,9.901333,0.139913,0.834613,0.024112
16.860000,-1.319159,-0.327052,10.158252,0.175893,0.678024,0.030991,-0.524713,-1.079715,10.059095,0.210461,0.863474,0.021070,0.637350,-0.805579,9.537530,0.109325,0.835191,0.053557,0.567815,0.241211,9.452022,0.261347,0.830136,0.064299,-0.541686,0.035552,9.860488,0.156675,0.855965,0.032532
16.870000,-1.111792,-0.302658,10.063295,0.213224,0.665637,0.031837,-0.550479,-1.142536,10.087401,0.238699,0.858618,0.032307,0.533985,-0.780491,9.534838,0.141856,0.838477,0.055749,0.616864,0.268419,9.428937,0.304361,0.820497,0.029594,-0.399158,0.004747,9.903777,0.163635,0.875133,0.026770
16.880000,-1.033338,-0.195869,9.956199,0.246169,0.643518,0.036852,-0.583404,-1.181779,9.958183,0.261714,0.871871,0.043423,0.621791,-0.790474,9.615569,0.178999,0.825485,0.048485,0.621218,0.228874,9.560219,0.320381,0.829067,0.037009,-0.397011,-0.078766,9.874702,0.167762,0.892153,0.029302
16.890000,-1.087259,-0.288208,10.047648,0.283354,0.619356,0.036172,-0.512235,-1.312538,10.002818,0.276480,0.878869,0.037891,0.664595,-0.816503,9.684058,0.194237,0.815839,0.057554,0.746108,0.124144,9.440561,0.342305,0.804876,0.035174,-0.475466,-0.135973,9.853766,0.194003,0.904282,0.028239
